path,label,label_name,dataset,subject
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d528.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d683.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d734.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d831.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d658.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d659.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d663.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d903.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d904.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d905.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d907.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d908.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d894.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1103.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1106.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1033.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1038.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1039.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d930.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1147.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1148.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1151.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d976.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05963d1169.tiff,1,spoof,NDCLD15,nd1S05963
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d1075.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1166.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1169.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d1158.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05812d1161.tiff,1,spoof,NDCLD15,nd1S05812
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d1119.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d1121.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d1122.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1286.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1120.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1121.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05842d1123.tiff,1,spoof,NDCLD15,nd1S05842
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1039.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1043.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1265.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06000d1173.tiff,1,spoof,NDCLD15,nd1S06000
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1440.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1445.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d823.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1557.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1567.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1571.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1574.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1486.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1488.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d852.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1892.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1897.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d936.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d937.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d938.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1732.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1575.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d1017.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05871d1019.tiff,1,spoof,NDCLD15,nd1S05871
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d1986.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1648.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1649.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06012d1796.tiff,1,spoof,NDCLD15,nd1S06012
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05856d2057.tiff,1,spoof,NDCLD15,nd1S05856
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1745.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\05853d1747.tiff,1,spoof,NDCLD15,nd1S05853
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2182.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2185.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2205.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2213.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2219.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2227.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2234.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2242.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2245.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2250.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2260.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2267.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2274.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2279.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2285.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2287.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2289.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2300.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2309.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\04261d2312.tiff,1,spoof,NDCLD15,nd1S04261
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1973.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1977.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1984.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1988.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1990.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d1993.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2003.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2007.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2008.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2015.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2030.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2038.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2041.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2046.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2056.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2062.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2066.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2069.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2079.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2090.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2103.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2114.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2119.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2126.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2127.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2130.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2133.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2135.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2138.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2145.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2152.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2160.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2161.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2164.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2165.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2172.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2181.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2194.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2204.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2219.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2224.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2231.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2233.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2234.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2245.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2263.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2279.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2283.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2288.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2319.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2320.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2332.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2345.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2353.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2358.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2359.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2363.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2364.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2365.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2372.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2373.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2398.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2401.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2408.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2410.tiff,1,spoof,NDCLD15,nd1S06017
C:\Users\sahar\OneDrive\Desktop\EXPLAINABLE_IRIS_PAD\Data\Raw\NDCLD15\06017d2422.tiff,1,spoof,NDCLD15,nd1S06017
